"company_id","free_trial_signup_date","google_analytics_medium"
17648316,"2020-11-07","organic"
17650977,"2020-03-19","organic"
17651883,"2020-03-29","organic"
17652297,"2020-03-27","organic"
17653447,"2020-03-31","organic"
17658044,"2020-07-06","organic"
17658533,"2020-04-17","organic"
17658786,"2020-05-02","organic"
17659391,"2020-04-22","organic"
17659531,"2020-05-06","organic"
17663751,"2020-05-07","organic"
17666799,"2020-06-09","organic"
17668407,"2020-06-16","organic"
17670866,"2020-06-29","organic"
17671457,"2020-07-02","organic"
17678874,"2020-07-27","organic"
17681099,"2020-08-03","organic"
17689731,"2020-08-07","organic"
17690079,"2020-08-18","organic"
17690376,"2020-08-16","organic"
17696491,"2020-09-10","organic"
17697430,"2020-09-13","organic"
17700944,"2020-09-27","organic"
17702107,"2020-09-30","organic"
17703905,"2020-10-07","organic"
17706559,"2020-10-17","organic"
17706994,"2020-10-18","organic"
17707053,"2020-10-18","organic"
17720184,"2020-11-30","organic"
17724312,"2020-12-13","organic"
17730275,"2021-01-01","organic"
17618577,"2019-09-27","organic"
17619866,"2019-10-04","organic"
17620188,"2019-10-06","organic"
17622446,"2019-11-11","organic"
17624498,"2019-10-23","organic"
17625047,"2019-11-01","organic"
17625363,"2019-11-03","organic"
17625757,"2019-11-04","organic"
17626315,"2019-11-08","organic"
17626515,"2019-11-09","organic"
17626943,"2019-11-06","organic"
17628559,"2019-11-20","organic"
17629118,"2019-11-23","organic"
17632316,"2019-12-10","organic"
17633428,"2019-12-17","organic"
17633589,"2020-01-31","organic"
17633859,"2019-12-21","organic"
17636740,"2020-01-07","organic"
17636903,"2020-01-09","organic"
17638774,"2020-01-22","organic"
17639759,"2020-01-30","organic"
17640641,"2020-02-03","organic"
17643683,"2020-03-30","organic"
17644510,"2020-02-23","organic"
17645706,"2020-02-29","organic"
17646363,"2020-03-03","organic"
17647132,"2020-03-08","organic"
17647725,"2020-03-10","organic"
17648707,"2020-03-14","organic"
17651271,"2020-03-21","organic"
17651355,"2020-03-21","organic"
17651555,"2020-03-22","organic"
17652705,"2020-03-23","organic"
17654506,"2020-04-06","organic"
17655373,"2020-04-11","organic"
17655718,"2020-07-03","organic"
17658059,"2020-04-27","organic"
17659138,"2020-05-03","organic"
17659820,"2020-05-09","organic"
17661155,"2020-05-17","organic"
17661805,"2020-05-21","organic"
17661889,"2020-10-23","organic"
17662959,"2020-05-25","organic"
17663495,"2020-05-27","organic"
17665208,"2020-06-04","organic"
17665428,"2020-06-05","organic"
17667830,"2020-06-14","organic"
17668373,"2020-06-16","organic"
17670630,"2020-06-28","organic"
17671181,"2020-06-30","organic"
17672200,"2020-07-05","organic"
17673549,"2020-06-22","organic"
17677608,"2020-07-08","organic"
17678078,"2020-07-25","organic"
17678525,"2020-07-26","organic"
17679809,"2020-11-17","organic"
17679827,"2020-07-31","organic"
17680632,"2020-08-02","organic"
17688362,"2020-08-13","organic"
17694249,"2020-09-01","organic"
17697337,"2020-09-13","organic"
17699470,"2020-09-20","organic"
17702304,"2020-10-02","organic"
17703483,"2020-10-05","organic"
17703825,"2020-10-06","organic"
17706995,"2020-10-18","organic"
17706998,"2020-10-18","organic"
17734247,"2021-01-11","organic"
17735480,"2021-01-16","organic"
17736597,"2021-01-21","organic"
17618354,"2019-09-27","organic"
17618936,"2019-10-29","organic"
17619596,"2019-10-02","organic"
17619991,"2019-10-05","organic"
17621167,"2019-10-12","organic"
17621477,"2019-10-13","organic"
17621840,"2019-10-15","organic"
17622002,"2019-10-17","organic"
17622729,"2019-10-20","organic"
17623600,"2019-10-25","organic"
17625336,"2019-11-03","organic"
17627057,"2019-11-12","organic"
17627297,"2019-11-13","organic"
17627457,"2019-11-15","organic"
17629519,"2019-11-25","organic"
17632014,"2019-12-09","organic"
17632522,"2019-12-13","organic"
17633282,"2019-12-17","organic"
17633541,"2019-12-19","organic"
17633574,"2019-12-19","organic"
17634025,"2019-12-22","organic"
17636465,"2020-01-05","organic"
17636541,"2020-01-14","organic"
17637191,"2020-01-10","organic"
17637308,"2020-04-24","organic"
17638920,"2020-01-24","organic"
17639163,"2020-01-26","organic"
17640132,"2020-01-31","organic"
17640903,"2020-01-21","organic"
17642308,"2020-02-12","organic"
17642412,"2020-09-02","organic"
17643222,"2020-08-04","organic"
17643429,"2020-04-14","organic"
17643905,"2020-01-27","organic"
17645305,"2020-03-21","organic"
17645592,"2020-02-29","organic"
17645623,"2020-02-29","organic"
17646944,"2020-03-07","organic"
17646954,"2020-04-08","organic"
17647225,"2020-03-08","organic"
17647571,"2020-03-10","organic"
17648634,"2020-03-14","organic"
17650839,"2020-03-18","organic"
17650997,"2020-03-19","organic"
17651489,"2020-12-07","organic"
17651574,"2020-03-22","organic"
17654307,"2020-04-05","organic"
17654385,"2020-06-24","organic"
17654720,"2020-04-08","organic"
17656304,"2020-05-06","organic"
17657093,"2020-04-22","organic"
17657649,"2020-09-09","organic"
17662565,"2020-05-24","organic"
17663588,"2020-05-28","organic"
17671528,"2020-07-03","organic"
17672291,"2020-06-15","organic"
17673289,"2020-07-08","organic"
17675091,"2020-07-14","organic"
17681390,"2020-10-27","organic"
17682262,"2020-08-08","organic"
17683067,"2020-08-10","organic"
17688788,"2020-08-15","organic"
17689720,"2020-10-06","organic"
17690738,"2020-08-22","organic"
17691689,"2020-11-09","organic"
17699091,"2020-12-03","organic"
17702591,"2020-10-03","organic"
17703848,"2020-10-06","organic"
17704164,"2020-10-08","organic"
17704225,"2020-10-09","organic"
17704701,"2020-10-10","organic"
17704756,"2020-10-10","organic"
17708948,"2020-10-24","organic"
17729852,"2020-12-29","organic"
17731896,"2021-01-04","organic"
17732347,"2021-01-05","organic"
17732831,"2021-01-06","organic"
17620077,"2019-10-05","organic"
17620357,"2019-10-07","organic"
17621282,"2019-10-12","organic"
17622894,"2019-10-21","organic"
17623191,"2020-03-08","organic"
17625765,"2019-11-04","organic"
17629366,"2019-11-25","organic"
17629663,"2020-06-06","organic"
17632120,"2020-08-12","organic"
17632430,"2019-12-12","organic"
17633143,"2019-12-16","organic"
17633503,"2019-12-18","organic"
17633803,"2019-12-21","organic"
17635735,"2019-12-07","organic"
17636218,"2020-01-04","organic"
17637893,"2020-04-07","organic"
17638959,"2020-07-28","organic"
17644966,"2020-02-25","organic"
17646810,"2020-03-06","organic"
17646886,"2020-03-06","organic"
17647360,"2020-11-27","organic"
17647409,"2020-03-09","organic"
17647776,"2020-03-11","organic"
17647950,"2020-03-13","organic"
17648034,"2020-03-13","organic"
17651349,"2020-08-05","organic"
17654263,"2020-04-05","organic"
17654585,"2020-04-07","organic"
17657194,"2020-04-23","organic"
17657735,"2020-04-26","organic"
17658452,"2020-04-09","organic"
17659136,"2020-05-03","organic"
17660422,"2020-05-12","organic"
17660978,"2020-05-16","organic"
17662386,"2020-11-10","organic"
17662436,"2020-05-23","organic"
17662764,"2020-05-24","organic"
17663258,"2020-05-26","organic"
17663357,"2020-06-23","organic"
17665210,"2020-06-04","organic"
17665299,"2020-06-05","organic"
17666684,"2020-06-09","organic"
17668824,"2020-11-26","organic"
17669177,"2020-11-24","organic"
17673254,"2020-07-10","organic"
17675525,"2020-07-17","organic"
17677084,"2020-07-21","organic"
17677373,"2020-07-22","organic"
17678458,"2020-07-26","organic"
17688063,"2020-07-17","organic"
17692552,"2020-08-27","organic"
17692659,"2020-08-28","organic"
17692747,"2020-08-28","organic"
17695579,"2020-09-06","organic"
17696455,"2020-09-10","organic"
17702389,"2020-10-02","organic"
17705109,"2020-12-07","organic"
17705418,"2020-10-12","organic"
17705761,"2020-10-13","organic"
17706033,"2020-10-14","organic"
17706609,"2020-10-17","organic"
17707992,"2020-10-20","organic"
17708289,"2020-10-21","organic"
17708836,"2020-10-24","organic"
17709783,"2020-10-26","organic"
17729874,"2020-12-29","organic"
17618277,"2019-09-26","organic"
17619590,"2019-10-02","organic"
17620120,"2019-09-19","organic"
17620675,"2019-10-08","organic"
17621483,"2019-10-13","organic"
17623336,"2019-10-24","organic"
17623361,"2019-10-07","organic"
17624132,"2019-10-27","organic"
17624540,"2019-10-29","organic"
17624961,"2019-11-01","organic"
17626274,"2019-11-08","organic"
17626357,"2019-11-05","organic"
17626754,"2020-02-22","organic"
17626904,"2019-11-11","organic"
17628369,"2019-11-19","organic"
17628630,"2020-02-19","organic"
17630022,"2020-04-17","organic"
17630867,"2019-11-07","organic"
17631694,"2019-12-07","organic"
17631888,"2020-01-27","organic"
17632971,"2019-11-21","organic"
17633347,"2019-12-17","organic"
17636156,"2020-01-04","organic"
17639198,"2020-01-26","organic"
17640107,"2020-01-31","organic"
17640307,"2020-02-01","organic"
17640860,"2020-02-04","organic"
17641099,"2020-01-14","organic"
17641707,"2020-02-09","organic"
17642884,"2020-05-15","organic"
17647426,"2020-03-09","organic"
17648632,"2020-03-14","organic"
17649229,"2020-03-16","organic"
17651759,"2020-03-23","organic"
17652100,"2020-03-25","organic"
17652891,"2020-03-04","organic"
17653832,"2020-04-03","organic"
17657118,"2020-04-23","organic"
17657658,"2020-04-25","organic"
17658728,"2020-05-01","organic"
17659440,"2020-04-22","organic"
17659538,"2020-05-06","organic"
17660099,"2020-05-10","organic"
17660470,"2020-05-12","organic"
17662018,"2020-10-13","organic"
17662401,"2020-05-23","organic"
17667497,"2020-07-17","organic"
17668703,"2020-07-15","organic"
17668807,"2020-06-20","organic"
17671168,"2020-06-30","organic"
17673074,"2020-07-08","organic"
17677676,"2020-07-24","organic"
17680285,"2020-08-01","organic"
17680668,"2020-08-02","organic"
17692643,"2020-08-28","organic"
17695217,"2020-09-18","organic"
17695822,"2020-09-07","organic"
17696952,"2020-09-12","organic"
17697725,"2020-09-14","organic"
17698524,"2020-09-17","organic"
17700725,"2020-09-26","organic"
17702593,"2020-10-03","organic"
17702717,"2020-10-03","organic"
17706068,"2020-09-22","organic"
17708033,"2020-12-14","organic"
17708458,"2020-12-18","organic"
17708898,"2020-10-24","organic"
17736877,"2021-01-22","organic"
17621919,"2019-10-16","organic"
17623331,"2019-09-29","organic"
17623939,"2019-10-27","organic"
17625203,"2019-11-02","organic"
17626308,"2019-11-08","organic"
17628718,"2019-11-22","organic"
17628903,"2019-11-23","organic"
17628930,"2019-11-23","organic"
17629262,"2019-11-24","organic"
17630949,"2019-12-03","organic"
17631427,"2019-12-06","organic"
17631999,"2020-06-05","organic"
17632263,"2019-12-10","organic"
17632296,"2019-12-10","organic"
17632626,"2019-12-13","organic"
17632991,"2019-12-15","organic"
17634094,"2019-12-22","organic"
17634500,"2019-12-24","organic"
17638856,"2020-02-05","organic"
17639033,"2020-04-05","organic"
17639736,"2020-01-29","organic"
17640908,"2020-01-16","organic"
17641523,"2020-02-08","organic"
17642725,"2020-02-14","organic"
17642954,"2020-02-15","organic"
17644096,"2020-02-21","organic"
17645088,"2020-01-31","organic"
17645268,"2020-02-27","organic"
17646767,"2020-03-06","organic"
17647500,"2020-03-09","organic"
17647531,"2020-03-09","organic"
17647577,"2020-03-10","organic"
17648687,"2020-03-14","organic"
17650183,"2020-03-17","organic"
17651324,"2020-03-21","organic"
17652868,"2020-03-08","organic"
17654408,"2020-04-06","organic"
17654518,"2020-03-30","organic"
17654744,"2020-04-08","organic"
17657027,"2020-04-22","organic"
17659100,"2020-05-03","organic"
17659179,"2020-05-04","organic"
17659225,"2020-05-04","organic"
17659352,"2020-05-04","organic"
17660225,"2020-05-06","organic"
17660397,"2020-05-12","organic"
17661422,"2020-05-18","organic"
17661884,"2020-05-08","organic"
17662948,"2020-05-25","organic"
17665690,"2020-06-06","organic"
17666469,"2020-06-08","organic"
17667605,"2020-09-08","organic"
17668182,"2020-05-22","organic"
17670760,"2020-07-29","organic"
17675097,"2020-07-14","organic"
17677388,"2020-07-22","organic"
17678513,"2020-07-26","organic"
17679381,"2020-11-21","organic"
17681454,"2020-11-13","organic"
17681772,"2020-08-07","organic"
17689609,"2020-08-17","organic"
17690786,"2020-10-01","organic"
17692175,"2020-08-25","organic"
17692490,"2020-08-27","organic"
17692752,"2020-08-28","organic"
17696146,"2020-10-07","organic"
17696468,"2020-08-25","organic"
17696678,"2020-09-11","organic"
17698917,"2020-08-25","organic"
17702157,"2020-09-19","organic"
17704078,"2020-10-08","organic"
17705069,"2020-10-11","organic"
17706671,"2020-10-17","organic"
17708003,"2020-10-20","organic"
17708005,"2020-10-20","organic"
17729372,"2020-12-28","organic"
17729713,"2020-12-29","organic"
17731726,"2021-01-04","organic"
17736065,"2021-01-17","organic"
17620886,"2019-10-10","organic"
17621829,"2019-11-11","organic"
17622132,"2019-10-23","organic"
17622846,"2019-10-21","organic"
17623437,"2019-10-04","organic"
17630932,"2019-12-03","organic"
17631087,"2019-12-03","organic"
17631984,"2019-12-09","organic"
17632714,"2019-12-14","organic"
17633629,"2019-12-20","organic"
17633823,"2020-05-06","organic"
17634169,"2019-12-22","organic"
17635425,"2019-12-29","organic"
17637559,"2020-04-01","organic"
17640394,"2020-02-02","organic"
17642588,"2020-03-25","organic"
17642709,"2020-02-05","organic"
17643407,"2020-02-09","organic"
17645690,"2020-02-29","organic"
17646064,"2020-05-05","organic"
17647704,"2020-11-19","organic"
17652503,"2020-05-28","organic"
17653105,"2020-03-30","organic"
17654656,"2020-04-07","organic"
17659264,"2020-10-20","organic"
17659771,"2020-04-14","organic"
17660364,"2020-05-12","organic"
17660423,"2020-05-12","organic"
17664975,"2020-06-02","organic"
17666100,"2020-06-07","organic"
17618544,"2019-09-27","organic"
17618647,"2020-06-09","organic"
17618850,"2019-09-29","organic"
17619987,"2019-09-18","organic"
17621013,"2020-10-21","organic"
17621376,"2019-10-13","organic"
17621927,"2019-10-16","organic"
17622355,"2020-01-31","organic"
17622940,"2019-10-21","organic"
17623699,"2019-11-30","organic"
17626112,"2020-01-21","organic"
17628770,"2019-11-22","organic"
17630329,"2019-11-05","organic"
17631231,"2019-11-28","organic"
17634696,"2019-12-26","organic"
17637019,"2020-07-03","organic"
17637373,"2020-01-11","organic"
17637627,"2020-01-29","organic"
17637876,"2020-10-09","organic"
17638116,"2020-01-14","organic"
17639806,"2020-02-29","organic"
17640104,"2020-01-31","organic"
17643038,"2020-03-03","organic"
17643794,"2020-02-20","organic"
17645929,"2020-04-04","organic"
17646549,"2020-03-04","organic"
17647764,"2020-03-11","organic"
17648468,"2020-03-14","organic"
17649234,"2020-03-16","organic"
17651043,"2020-03-20","organic"
17651695,"2020-03-23","organic"
17656270,"2020-04-18","organic"
17656301,"2020-04-18","organic"
17656596,"2020-04-20","organic"
17656914,"2020-04-21","organic"
17657339,"2020-12-22","organic"
17657892,"2020-08-11","organic"
17658649,"2020-05-01","organic"
17659672,"2020-05-08","organic"
17659883,"2020-05-09","organic"
17661547,"2020-05-19","organic"
17662327,"2020-05-23","organic"
17663794,"2020-05-29","organic"
17665448,"2020-06-05","organic"
17666211,"2020-06-07","organic"
17668589,"2020-05-24","organic"
17670534,"2020-06-28","organic"
17671525,"2020-07-03","organic"
17673577,"2020-07-11","organic"
17673600,"2020-07-11","organic"
17675786,"2020-09-01","organic"
17677455,"2020-07-23","organic"
17677619,"2020-07-24","organic"
17677698,"2020-07-24","organic"
17678013,"2020-07-25","organic"
17678790,"2020-07-27","organic"
17690335,"2020-08-20","organic"
17690739,"2020-08-05","organic"
17691678,"2020-08-24","organic"
17692073,"2020-11-24","organic"
17694751,"2020-09-04","organic"
17696221,"2020-09-08","organic"
17699128,"2020-09-19","organic"
17700462,"2020-09-24","organic"
17705430,"2020-10-12","organic"
17713002,"2020-11-08","organic"
17732522,"2021-01-05","organic"
17737525,"2021-01-25","organic"
17623196,"2020-04-15","organic"
17625025,"2019-11-21","organic"
17626073,"2019-11-07","organic"
17626254,"2019-11-08","organic"
17626314,"2019-11-08","organic"
17626493,"2019-11-09","organic"
17628073,"2019-11-18","organic"
17633238,"2019-12-16","organic"
17633508,"2019-12-18","organic"
17633739,"2019-12-20","organic"
17635010,"2020-06-10","organic"
17635028,"2020-03-08","organic"
17636706,"2020-01-07","organic"
17638354,"2020-01-17","organic"
17639539,"2020-01-28","organic"
17639771,"2020-01-30","organic"
17640119,"2020-01-31","organic"
17641561,"2020-02-08","organic"
17644476,"2020-02-23","organic"
17645006,"2020-02-25","organic"
17645106,"2020-02-27","organic"
17645242,"2020-02-27","organic"
17648724,"2020-03-15","organic"
17651062,"2020-03-20","organic"
17653802,"2020-04-06","organic"
17654327,"2020-07-30","organic"
17654631,"2020-04-07","organic"
17656904,"2020-04-21","organic"
17657231,"2020-04-24","organic"
17657410,"2020-04-24","organic"
17657636,"2020-04-25","organic"
17657908,"2020-04-26","organic"
17660526,"2020-04-18","organic"
17662261,"2020-05-23","organic"
17663660,"2020-09-15","organic"
17664521,"2020-05-31","organic"
17665432,"2020-06-05","organic"
17666433,"2020-06-08","organic"
17666700,"2020-05-19","organic"
17666717,"2020-06-09","organic"
17667257,"2020-06-12","organic"
17668527,"2020-06-17","organic"
17669104,"2020-06-21","organic"
17672349,"2020-07-05","organic"
17675765,"2020-07-18","organic"
17677396,"2020-07-22","organic"
17677563,"2020-07-24","organic"
17682571,"2020-08-09","organic"
17683094,"2020-08-10","organic"
17690283,"2020-08-19","organic"
17691640,"2020-08-24","organic"
17694632,"2020-12-07","organic"
17695555,"2020-09-06","organic"
17697017,"2020-09-12","organic"
17702211,"2020-10-01","organic"
17704656,"2020-09-17","organic"
17705413,"2020-10-12","organic"
17707633,"2020-09-28","organic"
17708384,"2020-10-22","organic"
17708656,"2020-10-23","organic"
17730063,"2020-12-30","organic"
17736288,"2021-01-18","organic"
17618716,"2019-09-28","organic"
17620990,"2019-10-04","organic"
17623064,"2020-01-27","organic"
17624211,"2019-10-28","organic"
17624548,"2019-10-29","organic"
17625817,"2020-03-02","organic"
17626297,"2019-11-08","organic"
17627910,"2020-11-30","organic"
17628669,"2019-11-21","organic"
17629453,"2019-11-25","organic"
17629665,"2019-11-26","organic"
17629786,"2019-11-27","organic"
17630938,"2019-12-03","organic"
17631938,"2019-12-08","organic"
17634605,"2019-12-25","organic"
17634665,"2020-12-14","organic"
17634859,"2019-12-27","organic"
17636235,"2020-01-04","organic"
17637277,"2020-01-10","organic"
17638664,"2020-01-21","organic"
17638826,"2020-01-23","organic"
17639641,"2020-01-29","organic"
17639663,"2020-01-29","organic"
17641186,"2020-02-06","organic"
17642337,"2020-02-12","organic"
17643761,"2020-02-20","organic"
17644806,"2020-02-24","organic"
17644989,"2020-02-25","organic"
17646483,"2020-04-07","organic"
17646517,"2020-09-30","organic"
17646808,"2020-03-06","organic"
17646834,"2020-03-06","organic"
17647376,"2020-04-21","organic"
17647588,"2020-03-10","organic"
17651709,"2020-03-23","organic"
17652161,"2020-03-25","organic"
17652300,"2020-03-27","organic"
17652607,"2020-03-28","organic"
17654174,"2020-04-05","organic"
17654578,"2020-04-07","organic"
17654749,"2020-04-08","organic"
17655269,"2020-04-11","organic"
17655581,"2020-08-27","organic"
17657086,"2020-07-07","organic"
17658188,"2020-04-28","organic"
17659611,"2020-05-07","organic"
17660663,"2020-05-14","organic"
17661605,"2020-05-19","organic"
17661831,"2020-07-05","organic"
17661907,"2020-05-22","organic"
17662430,"2020-05-23","organic"
17662655,"2020-05-24","organic"
17663199,"2020-05-26","organic"
17664406,"2020-11-11","organic"
17667201,"2020-06-12","organic"
17668586,"2020-06-17","organic"
17670167,"2020-06-27","organic"
17670747,"2020-09-07","organic"
17674855,"2020-07-13","organic"
17678059,"2020-07-25","organic"
17690350,"2020-11-02","organic"
17693126,"2020-08-29","organic"
17697020,"2020-09-12","organic"
17699350,"2020-09-20","organic"
17700060,"2020-09-22","organic"
17701025,"2020-09-27","organic"
17701580,"2020-09-28","organic"
17703120,"2020-10-04","organic"
17703378,"2020-10-05","organic"
17707994,"2020-10-14","organic"
17709048,"2020-10-24","organic"
17732858,"2021-01-06","organic"
17620067,"2019-10-05","organic"
17620801,"2019-10-05","organic"
17622309,"2019-10-18","organic"
17622549,"2019-10-19","organic"
17623038,"2019-10-22","organic"
17625014,"2019-11-01","organic"
17625099,"2019-11-02","organic"
17626669,"2020-07-08","organic"
17626752,"2019-11-11","organic"
17628695,"2019-12-04","organic"
17628981,"2020-03-05","organic"
17631497,"2019-12-07","organic"
17631869,"2019-12-08","organic"
17635489,"2019-12-30","organic"
17636226,"2020-02-07","organic"
17637224,"2020-01-10","organic"
17638478,"2020-07-02","organic"
17639204,"2020-01-26","organic"
17640026,"2020-02-19","organic"
17640832,"2020-02-04","organic"
17641498,"2020-02-08","organic"
17642101,"2020-02-11","organic"
17642930,"2020-03-28","organic"
17645319,"2020-05-02","organic"
17651238,"2020-08-07","organic"
17651948,"2020-03-24","organic"
17653820,"2020-04-01","organic"
17655390,"2020-04-12","organic"
17655837,"2020-04-14","organic"
17656450,"2020-05-01","organic"
17657084,"2020-04-22","organic"
17659789,"2020-05-09","organic"
17663742,"2020-05-29","organic"
17665291,"2020-06-04","organic"
17668995,"2020-06-21","organic"
17671198,"2020-06-30","organic"
17676277,"2020-08-17","organic"
17677993,"2020-07-25","organic"
17678910,"2020-07-02","organic"
17679742,"2020-07-30","organic"
17680338,"2020-08-01","organic"
17689637,"2020-08-17","organic"
17690334,"2020-08-20","organic"
17690387,"2020-08-21","organic"
17692466,"2020-08-26","organic"
17693051,"2020-08-29","organic"
17696130,"2020-08-17","organic"
17697778,"2020-09-14","organic"
17698943,"2020-09-19","organic"
17699395,"2020-09-20","organic"
17699468,"2020-09-20","organic"
17699744,"2020-09-21","organic"
17703503,"2020-10-05","organic"
17705672,"2020-10-13","organic"
17707050,"2020-10-05","organic"
17708481,"2020-10-23","organic"
17731858,"2021-01-04","organic"
17733183,"2021-01-08","organic"
17736831,"2021-01-22","organic"
17618260,"2019-09-26","organic"
17619261,"2019-09-09","organic"
17619502,"2019-10-01","organic"
17619583,"2020-12-04","organic"
17622452,"2019-10-16","organic"
17622692,"2019-10-20","organic"
17623398,"2019-10-25","organic"
17623550,"2019-10-25","organic"
17623980,"2019-10-27","organic"
17624691,"2019-10-30","organic"
17625082,"2019-11-01","organic"
17625526,"2019-11-03","organic"
17626264,"2019-11-08","organic"
17628492,"2019-11-20","organic"
17628594,"2020-01-28","organic"
17630231,"2019-11-30","organic"
17631247,"2019-12-05","organic"
17632068,"2019-12-09","organic"
17633685,"2020-01-29","organic"
17635352,"2019-12-29","organic"
17638045,"2020-01-14","organic"
17639589,"2020-01-28","organic"
17642135,"2020-02-11","organic"
17643184,"2020-02-16","organic"
17644737,"2020-02-24","organic"
17645406,"2020-08-04","organic"
17646387,"2020-03-03","organic"
17647731,"2020-11-03","organic"
17648563,"2020-03-14","organic"
17649676,"2020-03-16","organic"
17655361,"2020-04-11","organic"
17659728,"2020-05-08","organic"
17660453,"2020-05-12","organic"
17662678,"2020-05-24","organic"
17663289,"2020-05-26","organic"
17663520,"2020-05-27","organic"
17663866,"2020-05-29","organic"
17665005,"2020-06-02","organic"
17665228,"2020-06-04","organic"
17665332,"2020-06-05","organic"
17667803,"2020-07-29","organic"
17668397,"2020-06-16","organic"
17668532,"2020-06-17","organic"
17673064,"2020-07-08","organic"
17679394,"2020-07-28","organic"
17682753,"2020-08-09","organic"
17689282,"2020-08-16","organic"
17690039,"2020-08-18","organic"
17690280,"2020-08-19","organic"
17691697,"2020-08-24","organic"
17696904,"2020-09-12","organic"
17698114,"2020-09-15","organic"
17698526,"2020-09-17","organic"
17698613,"2020-09-18","organic"
17700493,"2020-09-25","organic"
17701002,"2020-09-27","organic"
17702597,"2020-10-03","organic"
17703108,"2020-10-04","organic"
17707063,"2020-10-18","organic"
17708473,"2020-10-23","organic"
17731260,"2021-01-03","organic"
17620284,"2019-10-06","organic"
17620481,"2019-10-07","organic"
17620828,"2019-10-09","organic"
17621138,"2019-09-17","organic"
17621663,"2019-10-14","organic"
17622623,"2019-10-20","organic"
17622878,"2019-11-07","organic"
17622982,"2019-10-21","organic"
17623207,"2020-07-21","organic"
17623379,"2019-10-25","organic"
17623683,"2019-10-26","organic"
17623995,"2019-10-27","organic"
17624761,"2020-01-05","organic"
17627252,"2020-06-30","organic"
17627355,"2019-11-14","organic"
17628407,"2020-09-02","organic"
17628688,"2019-11-22","organic"
17629394,"2019-11-25","organic"
17629432,"2019-11-25","organic"
17630900,"2019-12-03","organic"
17631444,"2019-11-15","organic"
17631979,"2020-04-06","organic"
17633580,"2020-03-07","organic"
17635915,"2020-01-02","organic"
17639003,"2020-01-24","organic"
17639021,"2020-01-24","organic"
17641223,"2020-02-06","organic"
17641256,"2020-02-27","organic"
17641541,"2020-04-21","organic"
17641754,"2020-02-09","organic"
17641836,"2020-02-09","organic"
17644076,"2020-02-21","organic"
17644727,"2020-02-24","organic"
17645479,"2020-02-04","organic"
17646733,"2020-03-06","organic"
17647478,"2020-03-09","organic"
17648971,"2020-03-15","organic"
17650743,"2020-03-17","organic"
17652232,"2020-03-26","organic"
17653711,"2020-04-03","organic"
17653890,"2020-04-20","organic"
17656955,"2020-03-28","organic"
17658571,"2020-05-01","organic"
17659407,"2020-05-05","organic"
17659847,"2020-05-27","organic"
17660146,"2020-05-10","organic"
17661745,"2020-04-28","organic"
17662616,"2020-05-24","organic"
17662869,"2020-05-25","organic"
17664746,"2020-06-01","organic"
17665230,"2020-07-02","organic"
17666087,"2020-06-07","organic"
17671530,"2020-07-03","organic"
17672000,"2020-07-04","organic"
17673574,"2020-07-11","organic"
17678037,"2020-09-29","organic"
17679384,"2020-07-28","organic"
17682942,"2020-08-10","organic"
17683150,"2020-08-10","organic"
17691207,"2020-08-23","organic"
17696604,"2020-09-11","organic"
17699049,"2020-10-13","organic"
17702958,"2020-09-09","organic"
17703391,"2020-10-05","organic"
17703765,"2020-10-25","organic"
17703795,"2020-10-06","organic"
17707957,"2020-10-20","organic"
17708403,"2020-10-22","organic"
17713722,"2020-10-16","organic"
17730168,"2020-12-31","organic"
17736276,"2021-01-18","organic"
17618280,"2019-09-04","organic"
17619497,"2019-09-17","organic"
17619953,"2019-10-05","organic"
17621389,"2019-10-13","organic"
17621794,"2019-10-15","organic"
17624043,"2019-10-27","organic"
17624628,"2019-10-30","organic"
17624931,"2019-11-01","organic"
17625279,"2019-11-02","organic"
17625385,"2020-01-06","organic"
17625752,"2019-10-28","organic"
17626527,"2019-11-09","organic"
17630458,"2019-12-01","organic"
17631737,"2019-12-08","organic"
17632462,"2020-01-02","organic"
17632593,"2019-12-18","organic"
17634545,"2019-12-02","organic"
17634643,"2019-12-25","organic"
17639277,"2020-01-08","organic"
17639382,"2020-01-27","organic"
17640054,"2020-01-31","organic"
17640806,"2020-01-31","organic"
17640925,"2020-11-06","organic"
17643484,"2020-02-18","organic"
17643742,"2020-02-19","organic"
17643801,"2020-02-20","organic"
17646555,"2020-04-17","organic"
17647188,"2020-03-08","organic"
17655153,"2020-04-10","organic"
17656045,"2020-04-16","organic"
17656231,"2020-04-17","organic"
17656965,"2020-04-21","organic"
17657166,"2020-06-18","organic"
17658019,"2020-04-27","organic"
17659247,"2020-10-28","organic"
17660027,"2020-05-10","organic"
17662320,"2020-05-23","organic"
17665264,"2020-06-04","organic"
17667785,"2020-06-14","organic"
17668348,"2020-06-16","organic"
17672205,"2020-07-05","organic"
17676811,"2020-07-20","organic"
17692098,"2020-08-25","organic"
17695865,"2020-10-23","organic"
17698101,"2020-09-15","organic"
17700643,"2020-09-26","organic"
17702641,"2020-10-03","organic"
17703390,"2020-12-07","organic"
17703509,"2020-10-05","organic"
17703794,"2020-10-04","organic"
17706124,"2020-10-15","organic"
17706141,"2020-10-15","organic"
17706627,"2020-10-17","organic"
17706649,"2020-10-17","organic"
17706682,"2020-10-17","organic"
17707076,"2020-11-23","organic"
17708376,"2020-10-22","organic"
17734803,"2021-01-12","organic"
17736858,"2021-01-22","organic"
