company_id,app_user,ever_contacted_support,subscription_status,left_trustpilot_review,minutes_activity_last_7_days_mobile,minutes_activity_last_7_days_desktop,minutes_activity_last_7_days_all_devices,free_trial_signup_date,google_analytics_medium
17636156,False,True,Subscribed,False,0,0,0,2020-01-04,organic
17636174,False,True,Subscribed,False,0,0,0,2020-01-04,organic
17636180,True,True,Subscribed,True,0,0,0,2019-12-12,organic
17636184,True,False,,False,0,0,0,2020-01-04,organic
17636197,False,True,Subscribed,False,0,0,0,2020-01-04,organic
17636215,True,True,Subscribed,True,0,0,4,2019-12-21,organic
17636217,True,True,Subscribed,True,0,0,0,2020-07-28,organic
17636218,False,True,Subscribed,False,0,0,0,2020-01-04,organic
17636219,True,False,,True,0,0,0,2019-12-12,organic
17636223,True,True,Subscribed,True,0,0,0,2020-01-17,organic
17636226,True,True,Subscribed,True,0,0,0,2020-02-07,organic
17636235,False,False,Subscribed,False,0,0,0,2020-01-04,organic
17636308,True,True,Subscribed,False,0,0,0,2020-01-05,organic
17636328,True,True,Subscribed,True,0,0,0,2020-01-28,organic
17636380,True,True,Subscribed,False,0,0,1,2020-01-05,organic
17636404,True,True,Subscribed,False,0,0,0,2020-01-05,organic
17636417,True,True,Subscribed,True,0,0,0,2020-01-13,organic
17636428,True,True,Subscribed,True,0,0,49,2020-06-13,organic
17636442,False,True,Subscribed,False,0,0,0,2020-01-05,organic
17636465,False,True,Subscribed,False,0,0,0,2020-01-05,organic
17636480,False,True,Subscribed,False,0,0,0,2020-01-06,organic
17636487,True,True,Subscribed,True,0,0,0,2019-12-12,organic
17636523,False,True,Subscribed,False,0,0,0,2020-01-06,organic
17636528,False,False,Subscribed,False,0,0,0,2020-01-06,organic
17636541,True,True,Subscribed,False,2,0,2,2020-01-14,organic
17636589,False,True,Subscribed,False,0,0,0,2020-01-06,organic
17636596,True,True,Subscribed,False,43,0,47,2020-01-06,organic
17636615,False,True,Subscribed,False,0,0,0,2020-01-06,organic
17636706,False,True,Subscribed,False,0,0,0,2020-01-07,organic
17636724,True,True,Subscribed,True,2,0,2,2020-10-27,organic
17636740,False,True,Subscribed,False,0,0,0,2020-01-07,organic
17636743,False,True,Subscribed,False,1,0,1,2020-01-07,organic
17636785,False,True,Subscribed,False,0,0,4,2020-01-08,organic
17636806,False,True,Subscribed,False,0,0,0,2020-01-08,organic
17636854,True,True,Subscribed,True,0,0,0,2020-01-05,organic
17636858,True,True,Subscribed,False,1,0,1,2020-01-09,organic
17636859,True,True,Subscribed,False,0,0,0,2020-01-09,organic
17636866,False,True,Subscribed,False,0,0,0,2020-01-09,organic
17636877,False,True,Subscribed,False,0,0,0,2020-01-09,organic
17636878,False,True,Subscribed,False,0,0,0,2020-01-09,organic
17636886,True,True,Subscribed,False,1,0,1,2020-01-09,organic
17636892,True,True,Subscribed,False,0,0,0,2020-01-09,organic
17636901,False,True,Subscribed,False,0,0,1,2020-01-09,organic
17636903,False,True,Subscribed,False,21,0,23,2020-01-09,organic
17636925,False,True,Subscribed,False,0,0,0,2020-01-10,organic
17636967,True,True,Subscribed,False,0,0,1,2020-01-10,organic
17637001,True,True,Subscribed,True,27,0,28,2020-02-13,organic
17637010,False,True,Subscribed,False,0,0,0,2020-01-10,organic
17637015,False,True,Subscribed,False,0,0,8,2020-01-10,organic
17637019,True,True,Subscribed,True,0,0,0,2020-07-03,organic
17637098,True,True,Subscribed,True,0,0,0,2020-06-15,organic
17637191,False,True,Subscribed,False,0,0,0,2020-01-10,organic
17637214,False,True,Subscribed,False,2,0,2,2020-01-10,organic
17637224,True,True,Subscribed,False,0,0,0,2020-01-10,organic
17637225,True,True,Subscribed,True,22,0,26,2020-02-02,organic
17637229,True,True,Subscribed,True,0,0,0,2020-06-19,organic
17637253,False,True,Subscribed,False,0,0,0,2020-01-10,organic
17637277,True,True,Subscribed,False,0,0,3,2020-01-10,organic
17637308,True,True,Subscribed,True,0,0,0,2020-04-24,organic
17637315,True,True,Subscribed,True,0,0,2,2020-09-16,organic
17637325,False,False,Cancelled,False,0,0,0,2020-01-11,organic
17637336,True,True,Subscribed,False,0,0,0,2020-01-11,organic
17637347,True,False,Subscribed,False,0,0,0,2020-01-11,organic
17637372,True,True,Subscribed,True,0,0,0,2020-09-02,organic
17637373,False,True,,False,0,0,0,2020-01-11,organic
17637382,True,True,,False,0,0,0,2020-01-11,organic
17637385,True,True,Subscribed,False,0,0,0,2020-01-11,organic
17637397,False,True,Subscribed,False,0,0,0,2020-01-11,organic
17637408,False,True,Subscribed,False,0,0,0,2020-01-11,organic
17637416,True,True,,False,0,0,0,2020-01-11,organic
17637424,True,True,Subscribed,True,0,0,0,2020-06-30,organic
17637451,True,True,Subscribed,True,0,0,0,2020-07-23,organic
17637481,False,True,Subscribed,False,0,0,0,2020-01-11,organic
17637518,False,False,Subscribed,False,0,0,0,2020-01-11,organic
17637551,True,True,Subscribed,False,0,0,0,2020-02-07,organic
17637559,True,True,Subscribed,True,4,0,4,2020-04-01,organic
17637627,True,True,Subscribed,True,0,0,0,2020-01-29,organic
17637674,True,True,Subscribed,True,0,0,0,2019-12-18,organic
17637677,False,True,Subscribed,False,0,0,0,2020-01-12,organic
17637732,True,True,Subscribed,True,0,0,0,2019-12-18,organic
17637752,True,False,,False,0,0,0,2020-01-12,organic
17637768,False,False,Subscribed,False,0,0,0,2020-01-13,organic
17637793,False,True,Subscribed,False,0,0,0,2020-01-13,organic
17637803,True,True,Subscribed,True,1,0,1,2020-07-06,organic
17637815,True,True,Subscribed,False,0,0,0,2020-01-13,organic
17637840,True,True,Subscribed,True,0,0,0,2020-11-07,organic
17637865,False,True,Subscribed,False,0,0,0,2020-01-13,organic
17637866,True,True,Subscribed,True,0,0,1,2020-03-31,organic
17637868,True,False,,False,0,0,0,2020-01-13,organic
17637876,True,True,Subscribed,True,0,0,0,2020-10-09,organic
17637893,True,True,Subscribed,True,0,0,0,2020-04-07,organic
17637915,True,False,Subscribed,True,0,0,0,2019-12-30,organic
17638006,False,True,Subscribed,False,0,0,0,2020-01-14,organic
17638007,False,False,Subscribed,False,0,0,0,2020-01-14,organic
17638019,False,True,Subscribed,False,3,0,3,2020-01-14,organic
17638045,True,True,Subscribed,False,0,0,0,2020-01-14,organic
17638106,False,True,Subscribed,False,0,0,0,2020-01-14,organic
17638116,False,False,,False,0,0,0,2020-01-14,organic
17638161,False,False,Subscribed,False,0,0,0,2020-01-15,organic
17638179,False,True,Subscribed,False,4,1,5,2020-01-15,organic
17638195,True,True,Subscribed,True,0,0,0,2020-02-04,organic
17638244,True,True,Subscribed,True,0,0,2,2020-01-08,organic
17638248,False,True,Subscribed,False,1,0,1,2020-01-16,organic
17638319,False,True,Subscribed,False,0,0,0,2020-01-17,organic
17638354,False,True,Subscribed,False,0,0,0,2020-01-17,organic
17638370,True,False,Subscribed,False,0,0,0,2020-01-17,organic
17638375,True,True,,False,0,0,2,2020-04-01,organic
17638386,True,True,Subscribed,True,0,0,3,2020-05-07,organic
17638388,False,True,Subscribed,False,3,0,3,2020-01-17,organic
17638401,False,False,Subscribed,False,0,0,0,2020-01-17,organic
17638448,False,True,Subscribed,False,26,0,26,2020-01-18,organic
17638475,True,True,Subscribed,False,0,0,0,2020-01-18,organic
17638478,True,True,Subscribed,True,0,0,0,2020-07-02,organic
17638481,True,False,,False,0,0,0,2020-01-18,organic
17638518,False,True,Subscribed,False,0,0,2,2020-01-19,organic
17638556,False,True,Subscribed,False,0,0,0,2020-01-20,organic
17638569,False,False,Subscribed,False,0,0,0,2020-01-20,organic
17638576,True,True,Subscribed,True,0,0,0,2020-11-03,organic
17638598,False,True,Subscribed,False,0,0,0,2020-01-20,organic
17638640,False,True,Subscribed,False,0,0,0,2020-01-21,organic
17638657,False,True,Subscribed,False,0,0,0,2020-01-21,organic
17638664,False,True,Subscribed,False,0,0,0,2020-01-21,organic
17638679,False,True,Subscribed,False,0,0,0,2020-01-21,organic
17638680,False,True,Subscribed,False,0,0,0,2020-01-21,organic
17638695,True,True,Subscribed,False,0,0,0,2020-01-21,organic
17638717,False,False,,False,0,0,0,2020-01-22,organic
17638723,True,True,Subscribed,True,0,0,0,2020-04-06,organic
17638754,False,True,Subscribed,False,9,0,9,2020-01-22,organic
17638774,False,True,Subscribed,False,0,0,0,2020-01-22,organic
17638825,False,True,Subscribed,False,0,0,0,2020-01-23,organic
17638826,False,True,Subscribed,False,0,0,0,2020-01-23,organic
17638856,True,True,Subscribed,True,0,0,0,2020-02-05,organic
17638899,False,True,Subscribed,False,0,0,0,2020-01-23,organic
17638903,False,True,Subscribed,False,0,0,0,2020-01-23,organic
17638913,False,True,,False,0,0,0,2020-01-24,organic
17638920,True,True,Subscribed,False,0,0,0,2020-01-24,organic
17638928,True,True,Subscribed,True,0,0,0,2020-05-27,organic
17638959,True,True,Subscribed,True,0,0,0,2020-07-28,organic
17638961,False,False,,False,0,0,0,2020-01-24,organic
17638975,True,True,Subscribed,True,0,0,0,2020-04-05,organic
17638987,True,True,Subscribed,True,2,0,2,2020-05-11,organic
17638999,True,True,Subscribed,True,0,0,1,2019-12-30,organic
17639003,False,True,Subscribed,False,0,0,0,2020-01-24,organic
17639021,False,True,Subscribed,False,0,0,0,2020-01-24,organic
17639022,False,True,Subscribed,False,0,0,3,2020-01-24,organic
17639033,True,True,Subscribed,True,0,0,0,2020-04-05,organic
17639080,True,True,,False,0,0,0,2020-02-03,organic
17639113,False,False,Subscribed,False,0,0,0,2020-01-25,organic
17639129,True,True,Subscribed,True,47,31,78,2020-02-05,organic
17639143,True,True,Subscribed,False,0,0,1,2020-01-26,organic
17639144,True,True,Subscribed,False,0,0,0,2020-01-26,organic
17639153,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639156,False,True,Subscribed,False,8,0,8,2020-01-26,organic
17639157,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639163,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639169,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639175,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639189,True,True,Subscribed,True,8,0,8,2020-04-21,organic
17639191,False,True,Subscribed,False,0,0,0,2020-01-26,organic
17639194,False,True,Subscribed,False,0,0,1,2020-01-26,organic
17639197,True,True,Subscribed,False,75,0,76,2020-07-01,organic
17639198,False,False,,False,0,0,0,2020-01-26,organic
17639204,False,True,Subscribed,False,2,0,2,2020-01-26,organic
17639216,False,True,Subscribed,False,3,0,3,2020-01-27,organic
17639231,False,True,Subscribed,False,0,0,0,2020-01-27,organic
17639233,True,True,Subscribed,False,0,0,0,2020-01-27,organic
17639236,True,True,Subscribed,True,0,0,0,2020-04-01,organic
17639245,True,True,Subscribed,False,0,0,0,2020-01-27,organic
17639265,False,False,Subscribed,False,0,0,0,2020-01-27,organic
17639277,True,True,Subscribed,True,0,0,0,2020-01-08,organic
17639293,True,True,Subscribed,False,0,0,0,2020-01-27,organic
17639299,True,True,Subscribed,True,0,0,2,2020-02-28,organic
17639357,True,False,Subscribed,False,0,0,0,2020-01-27,organic
17639360,False,True,Subscribed,False,2,0,4,2020-01-27,organic
17639378,True,True,Subscribed,False,0,0,0,2020-01-27,organic
17639382,False,True,Subscribed,False,0,0,0,2020-01-27,organic
17639403,False,True,Subscribed,False,1,0,1,2020-01-27,organic
17639422,False,True,Subscribed,False,3,0,3,2020-01-28,organic
17639432,False,True,Subscribed,False,0,0,0,2020-01-28,organic
17639437,False,True,Subscribed,False,0,0,1,2020-01-28,organic
17639467,False,True,Subscribed,False,1,0,1,2020-01-28,organic
17639533,True,True,Subscribed,True,87,0,87,2020-05-06,organic
17639539,False,False,,False,0,0,0,2020-01-28,organic
17639540,False,True,,False,0,0,0,2020-01-28,organic
17639541,False,True,,False,0,0,0,2020-01-28,organic
17639543,False,True,,False,0,0,0,2020-01-28,organic
17639552,True,True,Subscribed,True,0,0,0,2020-01-03,organic
17639554,True,True,Subscribed,False,0,0,0,2020-01-28,organic
17639565,False,True,Subscribed,False,0,0,0,2020-01-28,organic
17639589,False,True,Subscribed,False,0,0,0,2020-01-28,organic
17639599,False,True,Subscribed,False,0,0,0,2020-01-28,organic
17639614,False,True,Subscribed,False,5,0,5,2020-01-28,organic
17639641,False,False,Subscribed,False,0,0,0,2020-01-29,organic
17639647,False,True,Subscribed,False,21,0,21,2020-01-29,organic
17639663,False,True,Subscribed,False,1,0,2,2020-01-29,organic
17639679,False,True,Subscribed,False,0,0,0,2020-01-29,organic
17639681,False,False,Subscribed,False,0,0,0,2020-01-29,organic
17639685,True,True,Subscribed,True,0,0,0,2020-02-27,organic
17639705,False,True,Subscribed,False,0,0,0,2020-01-29,organic
17639706,False,True,Subscribed,False,0,0,1,2020-01-29,organic
17639707,False,True,Subscribed,False,0,0,0,2020-01-29,organic
17639720,True,True,Subscribed,False,0,0,0,2020-01-29,organic
17639729,True,True,Subscribed,False,0,0,0,2020-01-29,organic
17639736,False,True,Subscribed,False,0,0,0,2020-01-29,organic
17639757,True,True,Subscribed,True,7,0,11,2020-01-09,organic
17639759,False,True,Subscribed,False,0,0,0,2020-01-30,organic
17639771,False,False,Subscribed,False,0,0,0,2020-01-30,organic
17639780,True,True,Subscribed,True,0,0,0,2020-01-05,organic
17639788,False,True,Subscribed,False,0,0,0,2020-01-30,organic
17639790,False,False,Subscribed,False,0,0,0,2020-01-30,organic
17639797,False,True,Subscribed,False,0,0,0,2020-01-30,organic
17639806,True,True,Subscribed,True,0,0,0,2020-02-29,organic
17639826,True,True,Subscribed,False,0,0,0,2020-01-30,organic
17639833,False,True,Subscribed,False,1,0,3,2020-01-30,organic
17639835,False,True,Subscribed,False,0,0,0,2020-01-30,organic
17639840,False,True,Subscribed,False,2,0,2,2020-01-30,organic
17639880,False,True,Subscribed,False,0,0,2,2020-01-31,organic
17639898,True,True,Subscribed,True,0,0,0,2020-12-24,organic
17639922,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17639955,True,True,Subscribed,True,0,0,0,2020-01-06,organic
17639969,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640017,True,True,Subscribed,True,1,0,1,2020-11-30,organic
17640026,True,True,Subscribed,True,0,0,0,2020-02-19,organic
17640030,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640033,False,False,Subscribed,False,0,0,0,2020-01-31,organic
17640039,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640054,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640062,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640066,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640082,False,True,Subscribed,False,0,0,0,2020-01-31,organic
17640104,False,True,Subscribed,False,0,0,8,2020-01-31,organic
17640107,True,True,Subscribed,False,0,0,0,2020-01-31,organic
17640119,False,True,Subscribed,False,4,0,4,2020-01-31,organic
17640132,True,True,Subscribed,False,0,0,10,2020-01-31,organic
17640141,True,True,Subscribed,True,0,0,0,2020-01-28,organic
17640231,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640244,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640256,True,True,Subscribed,True,0,0,0,2020-01-07,organic
17640260,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640269,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640282,True,True,,False,1,0,1,2020-02-01,organic
17640290,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640307,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640309,True,True,Subscribed,True,0,0,0,2020-10-14,organic
17640347,True,True,Subscribed,True,0,0,0,2020-01-17,organic
17640356,False,True,Subscribed,False,0,0,0,2020-02-01,organic
17640370,True,True,Subscribed,True,0,0,0,2020-01-20,organic
17640394,True,True,Subscribed,False,0,0,2,2020-02-02,organic
17640407,False,False,,False,0,0,0,2020-02-02,organic
17640450,False,True,Subscribed,False,0,0,0,2020-02-02,organic
17640464,False,True,Subscribed,False,0,0,0,2020-02-02,organic
17640511,True,True,Subscribed,True,0,0,0,2020-05-12,organic
17640550,True,True,Subscribed,True,0,0,1,2020-07-02,organic
17640554,True,True,Subscribed,True,16,0,17,2020-07-27,organic
17640593,True,True,Subscribed,False,0,0,1,2020-02-03,organic
17640629,False,True,Subscribed,False,0,0,0,2020-02-03,organic
17640641,False,True,Subscribed,False,7,0,7,2020-02-03,organic
17640651,False,False,,True,0,0,0,2020-01-23,organic
17640697,False,True,Subscribed,False,18,0,18,2020-02-03,organic
17640730,False,True,Subscribed,False,0,0,0,2020-02-03,organic
17640737,True,True,Subscribed,True,4,0,4,2020-07-28,organic
17640781,False,True,Subscribed,False,0,0,0,2020-02-03,organic
17640805,False,True,Subscribed,False,0,0,0,2020-02-03,organic
17640806,True,True,Subscribed,True,0,0,0,2020-01-31,organic
17640812,False,True,Subscribed,False,0,0,2,2020-02-03,organic
17640814,False,True,Subscribed,False,0,0,0,2020-02-03,organic
17640832,False,True,Subscribed,False,0,0,2,2020-02-04,organic
17640856,True,True,Subscribed,False,0,0,0,2020-02-04,organic
17640860,False,True,,False,0,0,0,2020-02-04,organic
17640862,True,True,Subscribed,False,0,0,0,2020-09-28,organic
17640872,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17640878,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17640880,False,False,Subscribed,False,0,0,0,2020-02-04,organic
17640895,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17640903,True,True,Subscribed,True,0,0,0,2020-01-21,organic
17640908,True,True,Subscribed,True,16,0,16,2020-01-16,organic
17640915,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17640921,True,True,Subscribed,False,0,0,0,2020-02-04,organic
17640925,True,True,Subscribed,True,0,0,0,2020-11-06,organic
17640968,False,True,Subscribed,False,36,0,36,2020-02-04,organic
17640971,True,True,,False,0,0,0,2020-02-04,organic
17640988,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17640992,False,True,Subscribed,False,0,0,7,2020-02-04,organic
17641025,False,True,Subscribed,False,0,0,0,2020-02-04,organic
17641056,False,True,Subscribed,False,0,0,0,2020-02-05,organic
17641058,False,True,Subscribed,False,0,0,0,2020-02-05,organic
17641059,False,True,,False,0,0,0,2020-02-05,organic
17641079,False,True,Subscribed,False,0,0,0,2020-02-05,organic
17641099,True,True,Subscribed,True,0,0,0,2020-01-14,organic
17641102,False,False,,False,0,0,0,2020-02-05,organic
17641120,False,True,Subscribed,False,0,0,0,2020-02-05,organic
17641170,True,True,Subscribed,True,26,0,26,2020-01-14,organic
17641174,True,True,Subscribed,False,0,0,0,2020-02-06,organic
17641176,False,True,Subscribed,False,0,0,0,2020-02-06,organic
17641186,True,True,Subscribed,False,0,0,0,2020-02-06,organic
17641205,False,False,,False,0,0,0,2020-02-06,organic
17641213,False,True,Subscribed,False,0,0,0,2020-02-06,organic
17641223,False,True,Subscribed,False,0,0,0,2020-02-06,organic
17641256,True,True,Subscribed,True,0,0,0,2020-02-27,organic
17641270,True,True,Subscribed,True,0,0,0,2020-11-18,organic
17641287,False,True,Subscribed,False,0,0,3,2020-02-07,organic
17641305,False,True,Subscribed,False,0,0,0,2020-02-07,organic
17641306,False,True,,False,0,0,0,2020-02-07,organic
17641308,True,True,Subscribed,True,9,0,9,2020-04-17,organic
17641356,True,True,Subscribed,False,0,0,0,2020-02-07,organic
17641361,True,True,Subscribed,False,3,0,3,2020-02-07,organic
17641376,True,True,,False,0,0,2,2020-02-07,organic
17641386,False,True,Subscribed,False,0,0,1,2020-02-07,organic
17641461,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641466,True,True,Subscribed,False,0,0,0,2020-02-08,organic
17641498,True,True,Cancelled,False,0,0,0,2020-02-08,organic
17641505,False,True,,False,0,0,0,2020-02-08,organic
17641523,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641524,True,True,Subscribed,False,0,0,1,2020-02-08,organic
17641541,True,True,Subscribed,True,0,0,0,2020-04-21,organic
17641542,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641561,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641570,True,True,Subscribed,True,0,0,0,2020-05-04,organic
17641575,True,True,Subscribed,False,0,0,2,2020-02-08,organic
17641590,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641615,False,True,Subscribed,False,0,0,0,2020-02-08,organic
17641616,True,True,Subscribed,False,109,0,109,2020-02-08,organic
17641620,True,True,Subscribed,False,0,0,1,2020-02-08,organic
17641645,False,False,Subscribed,False,0,0,0,2020-02-08,organic
17641704,False,False,,False,0,0,0,2020-02-09,organic
17641705,False,True,Subscribed,False,0,0,0,2020-02-09,organic
17641707,False,True,Subscribed,False,0,0,0,2020-02-09,organic
17641711,True,True,Subscribed,True,0,0,1,2020-01-28,organic
17641729,False,False,,False,0,0,0,2020-02-09,organic
17641741,False,True,Subscribed,False,0,0,0,2020-02-09,organic
17641754,False,True,Subscribed,False,0,0,4,2020-02-09,organic
17641760,False,True,Subscribed,False,0,0,1,2020-02-09,organic
17641784,True,True,Subscribed,False,0,0,1,2020-02-09,organic
17641836,False,True,Subscribed,False,0,0,0,2020-02-09,organic
17641846,True,True,Subscribed,True,4,0,4,2020-01-19,organic
17641854,True,True,Subscribed,True,6,0,7,2020-03-01,organic
17641865,False,True,Subscribed,False,2,0,2,2020-02-09,organic
17641904,False,False,Subscribed,False,0,0,0,2020-02-10,organic
17641930,False,True,Subscribed,False,0,0,0,2020-02-10,organic
17641943,False,False,,False,0,0,0,2020-02-10,organic
17641945,False,True,Subscribed,False,0,0,0,2020-02-10,organic
17641967,False,True,Subscribed,False,0,0,0,2020-02-10,organic
17642024,False,True,Subscribed,False,0,0,0,2020-02-10,organic
17642051,True,True,Subscribed,False,0,0,0,2020-02-10,organic
17642059,True,True,Subscribed,False,0,0,0,2020-02-10,organic
17642077,True,True,Subscribed,True,0,0,0,2020-01-21,organic
17642098,False,False,Subscribed,False,0,0,0,2020-02-11,organic
17642101,False,True,Subscribed,False,0,0,0,2020-02-11,organic
17642125,False,False,,False,0,0,0,2020-02-11,organic
17642135,True,True,Subscribed,False,0,0,0,2020-02-11,organic
17642195,True,True,Subscribed,False,1,0,1,2020-02-11,organic
17642247,False,True,Subscribed,False,0,0,0,2020-02-11,organic
17642253,True,True,Subscribed,True,58,0,61,2020-07-09,organic
17642264,False,False,,False,0,0,0,2020-02-11,organic
17642274,True,True,Subscribed,True,0,0,0,2020-04-03,organic
17642297,False,True,Subscribed,False,0,0,0,2020-02-12,organic
17642308,False,True,Subscribed,False,0,0,0,2020-02-12,organic
17642325,True,True,Subscribed,True,0,0,1,2020-11-05,organic
17642337,True,True,Subscribed,False,0,0,0,2020-02-12,organic
17642345,False,False,,False,0,0,0,2020-02-12,organic
17642355,False,True,Subscribed,False,0,1,1,2020-02-12,organic
17642412,True,True,Subscribed,True,11,0,15,2020-09-02,organic
17642436,False,True,Subscribed,False,0,0,0,2020-02-13,organic
17642440,False,True,Subscribed,False,0,0,1,2020-02-13,organic
17642465,False,True,Subscribed,False,0,0,0,2020-02-13,organic
17642480,True,True,Subscribed,True,0,0,2,2020-02-04,organic
17642518,False,True,Subscribed,False,0,0,0,2020-02-14,organic
17642574,True,False,Subscribed,False,0,0,0,2020-02-14,organic
17642588,True,True,Subscribed,True,4,0,4,2020-03-25,organic
17642594,False,True,Subscribed,False,0,0,1,2020-02-14,organic
17642595,True,True,Subscribed,False,430,0,435,2020-02-14,organic
17642614,False,True,Subscribed,False,0,0,0,2020-02-14,organic
17642623,True,True,Subscribed,True,0,0,0,2020-03-12,organic
17642641,True,False,Cancelled,False,0,0,0,2020-02-14,organic
17642709,True,True,Subscribed,True,0,0,0,2020-02-05,organic
17642724,False,True,Subscribed,False,0,0,0,2020-02-14,organic
17642725,True,True,Subscribed,False,0,0,0,2020-02-14,organic
17642733,True,True,Subscribed,True,0,0,0,2020-11-25,organic
17642798,True,True,,False,2,0,2,2020-02-15,organic
17642814,True,False,,False,0,0,0,2020-02-15,organic
17642823,False,True,Subscribed,False,0,0,0,2020-02-15,organic
17642833,True,True,Subscribed,False,0,0,1,2020-02-15,organic
17642864,False,False,Subscribed,False,0,0,0,2020-02-15,organic
17642869,False,True,Subscribed,False,0,0,0,2020-02-15,organic
17642884,True,True,Subscribed,True,0,0,0,2020-05-15,organic
17642918,False,False,Subscribed,False,0,0,0,2020-02-15,organic
17642923,False,True,Subscribed,False,6,0,6,2020-02-15,organic
17642930,True,True,Subscribed,True,0,0,0,2020-03-28,organic
17642953,True,True,Subscribed,True,0,0,0,2020-01-25,organic
17642954,False,True,Subscribed,False,2,3,5,2020-02-15,organic
17642961,False,True,Subscribed,False,0,0,0,2020-02-15,organic
17642967,True,True,Subscribed,True,0,0,0,2020-06-16,organic
17642986,False,False,,False,0,0,0,2020-02-15,organic
17642989,False,True,Subscribed,False,10,0,10,2020-02-15,organic
17643034,False,True,Subscribed,False,0,0,0,2020-02-16,organic
17643038,True,True,Subscribed,True,0,0,0,2020-03-03,organic
17643041,False,True,Subscribed,False,0,0,0,2020-02-16,organic
17643091,True,True,Subscribed,False,1,0,1,2020-02-16,organic
17643116,True,True,Subscribed,False,0,0,0,2020-02-16,organic
17643124,True,True,Subscribed,True,0,0,0,2020-05-07,organic
17643146,False,True,Subscribed,False,0,0,0,2020-02-16,organic
17643177,False,True,Subscribed,False,0,0,0,2020-02-16,organic
17643184,True,True,Subscribed,False,0,0,0,2020-02-16,organic
17643211,False,True,Subscribed,False,6,0,6,2020-02-17,organic
17643222,True,True,Subscribed,True,0,0,0,2020-08-04,organic
17643245,False,False,Subscribed,False,0,0,0,2020-02-17,organic
17643266,False,False,,False,0,0,0,2020-02-17,organic
17643285,True,True,Subscribed,True,0,0,0,2020-02-12,organic
17643293,False,True,Subscribed,False,0,0,1,2020-02-17,organic
17643303,False,True,Subscribed,False,0,0,0,2020-02-17,organic
17643306,True,True,Subscribed,False,1,0,3,2020-02-17,organic
17643311,False,True,Subscribed,False,0,0,0,2020-02-17,organic
17643317,False,True,Subscribed,False,0,0,0,2020-02-17,organic
17643381,True,True,Subscribed,True,0,0,0,2020-02-17,organic
17643396,False,True,Subscribed,False,2,0,3,2020-02-17,organic
17643397,False,True,Subscribed,False,0,0,0,2020-02-17,organic
17643400,False,False,Subscribed,False,0,0,0,2020-02-17,organic
17643407,True,True,Subscribed,True,0,0,0,2020-02-09,organic
17643429,True,True,Subscribed,True,0,0,0,2020-04-14,organic
17643458,False,True,Subscribed,False,0,0,0,2020-02-18,organic
17643484,True,True,Subscribed,False,0,0,0,2020-02-18,organic
17643524,True,True,Subscribed,True,0,0,0,2020-12-01,organic
17643565,False,True,Subscribed,False,0,0,0,2020-02-18,organic
17643574,False,False,Subscribed,False,0,0,0,2020-02-18,organic
17643577,True,True,Subscribed,True,0,0,0,2020-01-29,organic
17643578,False,True,Subscribed,False,0,0,0,2020-02-18,organic
17643616,False,True,Subscribed,False,0,0,0,2020-02-18,organic
17643661,False,True,Subscribed,False,0,0,0,2020-02-19,organic
17643683,True,True,Subscribed,True,0,0,0,2020-03-30,organic
17643688,False,False,Subscribed,False,0,0,0,2020-02-19,organic
17643709,False,True,Subscribed,False,0,0,11,2020-02-19,organic
17643714,False,False,Subscribed,False,0,0,0,2020-02-19,organic
17643719,False,True,Subscribed,False,0,0,0,2020-02-19,organic
17643720,False,True,Subscribed,False,0,0,0,2020-02-19,organic
17643742,True,False,,False,0,0,0,2020-02-19,organic
17643761,True,True,Subscribed,False,0,0,0,2020-02-20,organic
17643777,True,True,Subscribed,False,5,0,6,2020-02-20,organic
17643794,False,True,Subscribed,False,0,0,3,2020-02-20,organic
17643796,True,True,Subscribed,True,0,0,0,2020-05-11,organic
17643801,False,True,Subscribed,False,0,0,0,2020-02-20,organic
